id,kind,title,url,duration_sec,phases,intents,recommendation_score,source,transcript_status,playlist_id,playlist_title,position,summary,abstract,purpose,watch_when,next_task
Y5B553dbYxo,video,Estructura de reels y publicaciones,https://www.youtube.com/watch?v=Y5B553dbYxo,,F5_contenido_lanzamiento,crear_contenido|reels_publicaciones|lanzamiento,3,manual_roger_gv,summary_provided,manual_beglobal_core,Lista manual Be Global Pro - recursos principales,6,"Estructura correcta de reels y posts (hook, copy, llamada a acción, etc.).",Cómo crear contenido que vende en redes sociales.,Cómo crear contenido que vende en redes sociales.,Recomendar cuando el alumno necesite: cómo crear contenido que vende en redes sociales.,"Ver el video, aplicar el paso principal y mandar captura/link/evidencia para revisión."
mnN6qkRstXM,video,🔥 Hacks para vender en redes sociales (lo que sí funciona) | Clase completa,https://www.youtube.com/watch?v=mnN6qkRstXM,2339.0,F5_contenido_lanzamiento|F6_ventas_cierre,crear_contenido|mejorar_ventas|ventas_cierre,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,12,Clase de apoyo sobre Hacks para vender en redes sociales (lo que sí funciona) aplicada a ecommerce/dropshipping.,,"Enseñar uso práctico de IA para crear recursos de ecommerce: imágenes, videos, ideas o contenido.",Recomendar cuando el alumno pida ayuda con: hacks para vender en redes sociales (lo que sí funciona).,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
M98f4XAD_Ks,video,Maximiza tus ventas de temporada,https://www.youtube.com/watch?v=M98f4XAD_Ks,,F8_optimizacion_escala|F6_ventas_cierre,temporadas_altas|optimizar_escalar|mejorar_ventas,3,manual_roger_gv,summary_provided,manual_beglobal_core,Lista manual Be Global Pro - recursos principales,7,Preparación y tácticas para aumentar ventas en periodos de alta demanda.,"Estrategias para Hot Sale, Buen Fin y temporadas altas.","Estrategias para Hot Sale, Buen Fin y temporadas altas.","Recomendar cuando el alumno necesite: estrategias para hot sale, buen fin y temporadas altas.","Ver el video, aplicar el paso principal y mandar captura/link/evidencia para revisión."
PR5WLXxmau8,video,✅ Tus primeras ventas en internet (desde cero paso a paso) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=PR5WLXxmau8,3008.0,F1_entender_modelo|F6_ventas_cierre,aprender_desde_cero|mejorar_ventas|ventas_cierre,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,14,Clase de apoyo sobre Tus primeras ventas en internet (desde cero paso a paso) aplicada a ecommerce/dropshipping.,,Ubicar al alumno principiante y darle una ruta clara para iniciar ventas online sin brincar pasos.,Recomendar cuando el alumno pida ayuda con: tus primeras ventas en internet (desde cero paso a paso).,Aplicar 1 mejora a la oferta o mensaje de venta y mandar evidencia.
KH-mB9VSQSU,video,✅ Shopify sin errores (checklist de configuración básica) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=KH-mB9VSQSU,3113.0,F4_tienda_canal,configurar_tienda|configurar_tienda_canal,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,15,Clase de apoyo sobre Shopify sin errores (checklist de configuración básica) aplicada a ecommerce/dropshipping.,,Acompañar configuración o uso de Shopify para que la tienda pueda recibir y presentar productos correctamente.,Recomendar cuando el alumno pida ayuda con: shopify sin errores (checklist de configuración básica).,Hacer el ajuste en la tienda y mandar captura/link para validar.
1RWSN_nPa0c,video,✅ Cómo crear un carrusel que vende (diseño y estructura) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=1RWSN_nPa0c,4440.0,F1_entender_modelo|F5_contenido_lanzamiento,aprender_desde_cero|crear_contenido,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,16,Clase paso a paso sobre crear un carrusel que vende (diseño y estructura).,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: cómo crear un carrusel que vende (diseño y estructura).,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
cRHRZRgqH_I,video,✅ Los primeros pasos para tu negocio digital (desde cero) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=cRHRZRgqH_I,3949.0,F1_entender_modelo,aprender_desde_cero,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,17,Clase de apoyo sobre Los primeros pasos para tu negocio digital (desde cero) aplicada a ecommerce/dropshipping.,,Ubicar al alumno principiante y darle una ruta clara para iniciar ventas online sin brincar pasos.,Recomendar cuando el alumno pida ayuda con: los primeros pasos para tu negocio digital (desde cero).,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
1yVVly8u1oU,video,✅ Cómo subir productos en Shopify (paso a paso para vender) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=1yVVly8u1oU,4769.0,F2_producto_nicho|F4_tienda_canal|F6_ventas_cierre,aprender_desde_cero|elegir_producto|configurar_tienda|mejorar_ventas|elegir_o_mejorar_producto|configurar_tienda_canal|ventas_cierre,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,18,Clase paso a paso sobre subir productos en Shopify (paso a paso para vender).,,Acompañar configuración o uso de Shopify para que la tienda pueda recibir y presentar productos correctamente.,Recomendar cuando el alumno pida ayuda con: cómo subir productos en shopify (paso a paso para vender).,Aplicar la estructura al producto actual y enviar link/captura para revisión.
ft8OSE8lcWI,video,✅ Rompe el miedo a grabarte (pierde el miedo a la cámara) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=ft8OSE8lcWI,2439.0,F0_mentalidad|F5_contenido_lanzamiento,desbloqueo_mental|crear_contenido,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,19,Clase de apoyo sobre Rompe el miedo a grabarte (pierde el miedo a la cámara) aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: rompe el miedo a grabarte (pierde el miedo a la cámara).,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
gbkT5EZtTpY,video,✅ Cómo crear tu pixel (Meta Ads desde cero paso a paso) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=gbkT5EZtTpY,2135.0,F1_entender_modelo|F7_ads_tracking|F4_tienda_canal,aprender_desde_cero|publicidad_tracking|configurar_tienda_canal|ads_tracking,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,20,Clase paso a paso sobre crear tu pixel (Meta Ads desde cero paso a paso).,,Guiar configuración de medición/publicidad para preparar campañas y seguimiento.,Recomendar cuando el alumno pida ayuda con: cómo crear tu pixel (meta ads desde cero paso a paso).,Verificar configuración en la plataforma actual y mandar captura del estado.
mEMwCtkEVSU,video,✅ El camino del cliente (cómo atraer y cerrar ventas) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=mEMwCtkEVSU,2696.0,F6_ventas_cierre,mejorar_ventas|ventas_cierre,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,21,Clase de apoyo sobre El camino del cliente (cómo atraer y cerrar ventas) aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: el camino del cliente (cómo atraer y cerrar ventas).,Aplicar 1 mejora a la oferta o mensaje de venta y mandar evidencia.
yIS033TNfMY,video,✅ Cómo funcionan las pasarelas de pago | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=yIS033TNfMY,2841.0,F4_tienda_canal,configurar_tienda|configurar_tienda_canal,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,22,Clase paso a paso sobre funcionan las pasarelas de pago.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: cómo funcionan las pasarelas de pago.,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
Pf7pC6P_Jwc,video,✅ Configura correctamente tus redes sociales | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=Pf7pC6P_Jwc,4192.0,F5_contenido_lanzamiento,crear_contenido,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,23,Clase de apoyo sobre Configura correctamente tus redes sociales aplicada a ecommerce/dropshipping.,,"Enseñar uso práctico de IA para crear recursos de ecommerce: imágenes, videos, ideas o contenido.",Recomendar cuando el alumno pida ayuda con: configura correctamente tus redes sociales.,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
IqOYADihvBo,video,🚀 Genera 30 ideas de contenido para tu ecommerce | Gilberto Madrid,https://www.youtube.com/watch?v=IqOYADihvBo,2896.0,F1_entender_modelo|F5_contenido_lanzamiento,crear_contenido|aprender_desde_cero,1,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,24,Clase de apoyo sobre Genera 30 ideas de contenido para tu ecommerce | Gilberto Madrid aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: genera 30 ideas de contenido para tu ecommerce | gilberto madrid.,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
VzGzN6QZ1Ic,video,✅ Crea tu primer diseño en Canva (desde cero paso a paso) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=VzGzN6QZ1Ic,4568.0,F1_entender_modelo|F5_contenido_lanzamiento,aprender_desde_cero|crear_contenido,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,25,Clase de apoyo sobre Crea tu primer diseño en Canva (desde cero paso a paso) aplicada a ecommerce/dropshipping.,,Ubicar al alumno principiante y darle una ruta clara para iniciar ventas online sin brincar pasos.,Recomendar cuando el alumno pida ayuda con: crea tu primer diseño en canva (desde cero paso a paso).,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
kNdwSB_meaU,video,✅ 3 herramientas básicas que todo emprendedor digital debe dominar | BeGlobalPro,https://www.youtube.com/watch?v=kNdwSB_meaU,3056.0,F1_entender_modelo|F6_ventas_cierre,aprender_desde_cero|guia_general,1,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,26,Clase de apoyo sobre 3 herramientas básicas que todo emprendedor digital debe dominar | BeGlobalPro aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: 3 herramientas básicas que todo emprendedor digital debe dominar | beglobalpro.,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
MR_NJkqqYBk,video,"✅ Importa fácil, seguro y paso a paso | Clase con los expertos | Be Global Pro",https://www.youtube.com/watch?v=MR_NJkqqYBk,2530.0,F3_proveedor_margen|F6_ventas_cierre,aprender_desde_cero|guia_general,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,27,"Clase de apoyo sobre Importa fácil, seguro y paso a paso aplicada a ecommerce/dropshipping.",,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,"Recomendar cuando el alumno pida ayuda con: importa fácil, seguro y paso a paso.","Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
64Z056t8BJc,video,✅ Atrévete a mostrarte: rompe el miedo a grabarte | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=64Z056t8BJc,2139.0,F0_mentalidad|F5_contenido_lanzamiento,desbloqueo_mental|crear_contenido,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,28,Clase de apoyo sobre Atrévete a mostrarte: rompe el miedo a grabarte aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: atrévete a mostrarte: rompe el miedo a grabarte.,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
iUHyS9yyvMI,video,🛍️ Aprende a crear paquetes para tu tienda en Shopify| Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=iUHyS9yyvMI,1546.0,F4_tienda_canal,configurar_tienda|configurar_tienda_canal,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,29,Clase de apoyo sobre Aprende a crear paquetes para tu tienda en Shopify aplicada a ecommerce/dropshipping.,,Acompañar configuración o uso de Shopify para que la tienda pueda recibir y presentar productos correctamente.,Recomendar cuando el alumno pida ayuda con: aprende a crear paquetes para tu tienda en shopify.,Hacer el ajuste en la tienda y mandar captura/link para validar.
VifyDQq_Kso,video,Cómo subir productos de Be Global Pro en Mercado Libre,https://www.youtube.com/watch?v=VifyDQq_Kso,,F4_tienda_canal,vender_marketplace|mercado_libre|publicar_productos,3,manual_roger_gv,summary_provided,manual_beglobal_core,Lista manual Be Global Pro - recursos principales,2,"Paso a paso para crear publicaciones optimizadas, evitar errores comunes y mejorar la visibilidad dentro de las reglas de Mercado Libre.",Tutorial práctico para publicar productos en Mercado Libre.,Tutorial práctico para publicar productos en Mercado Libre.,Recomendar cuando el alumno necesite: tutorial práctico para publicar productos en mercado libre.,"Ver el video, aplicar el paso principal y mandar captura/link/evidencia para revisión."
SCh5GOmt2-0,video,✅ Cómo vender por Mercado Libre desde cero | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=SCh5GOmt2-0,2764.0,F1_entender_modelo|F4_tienda_canal|F6_ventas_cierre,aprender_desde_cero|vender_marketplace|mejorar_ventas|configurar_tienda_canal|ventas_cierre,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,31,Clase paso a paso sobre vender por Mercado Libre desde cero.,,Ubicar al alumno principiante y darle una ruta clara para iniciar ventas online sin brincar pasos.,Recomendar cuando el alumno pida ayuda con: cómo vender por mercado libre desde cero.,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
TCiNWT_Z4vw,video,✅ Cómo subir tus primeras publicaciones en redes sociales | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=TCiNWT_Z4vw,2319.0,F5_contenido_lanzamiento,crear_contenido,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,32,Clase paso a paso sobre subir tus primeras publicaciones en redes sociales.,,Dar estructura práctica para crear contenido que atraiga atención y lleve a la venta sin empezar desde cero.,Recomendar cuando el alumno pida ayuda con: cómo subir tus primeras publicaciones en redes sociales.,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
yULh-B_7Pko,video,✅ Todo lo que puedes hacer en ChatGPT para tu negocio | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=yULh-B_7Pko,2359.0,F1_entender_modelo|F6_ventas_cierre,aprender_desde_cero|guia_general,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,33,Clase de apoyo sobre Todo lo que puedes hacer en ChatGPT para tu negocio aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: todo lo que puedes hacer en chatgpt para tu negocio.,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
5koYVlsBbjc,video,✅ CapCut desde cero (edita como pro para vender) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=5koYVlsBbjc,2448.0,F1_entender_modelo|F6_ventas_cierre,aprender_desde_cero|mejorar_ventas|ventas_cierre,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,34,Clase de apoyo sobre CapCut desde cero (edita como pro para vender) aplicada a ecommerce/dropshipping.,,Ubicar al alumno principiante y darle una ruta clara para iniciar ventas online sin brincar pasos.,Recomendar cuando el alumno pida ayuda con: capcut desde cero (edita como pro para vender).,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
Rs6ZPanu9xc,video,✅ Diseña una marca que se vea profesional (branding desde cero)|Capacitación en vivo | Be Global Pro,https://www.youtube.com/watch?v=Rs6ZPanu9xc,2718.0,F1_entender_modelo|F5_contenido_lanzamiento,aprender_desde_cero|crear_contenido,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,35,Clase de apoyo sobre Diseña una marca que se vea profesional (branding desde cero)|Capacitación en vivo | Be Global Pro aplicada a ecommerce/dropshipping.,,Ubicar al alumno principiante y darle una ruta clara para iniciar ventas online sin brincar pasos.,Recomendar cuando el alumno pida ayuda con: diseña una marca que se vea profesional (branding desde cero)|capacitación en vivo | be global pro.,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
d5oab_pNOAk,video,✅ Canva para emprendedores (diseña sin ser diseñador) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=d5oab_pNOAk,2707.0,F5_contenido_lanzamiento,crear_contenido,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,36,Clase de apoyo sobre Canva para emprendedores (diseña sin ser diseñador) aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: canva para emprendedores (diseña sin ser diseñador).,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
siEMCPANap8,video,✅ Cómo funciona un negocio digital | Capacitación en vivo | Be Global Pro,https://www.youtube.com/watch?v=siEMCPANap8,4005.0,F1_entender_modelo,aprender_desde_cero,1,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,37,Clase paso a paso sobre funciona un negocio digital | Capacitación en vivo | Be Global Pro.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: cómo funciona un negocio digital | capacitación en vivo | be global pro.,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
5QUCHbEcrYs,video,✅ Herramientas básicas para tu negocio digital | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=5QUCHbEcrYs,2122.0,F1_entender_modelo,aprender_desde_cero,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,38,Clase de apoyo sobre Herramientas básicas para tu negocio digital aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: herramientas básicas para tu negocio digital.,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
s7uGazFHnL4,video,✅ Diseño de tienda en línea (estructura que convierte) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=s7uGazFHnL4,2356.0,F4_tienda_canal,configurar_tienda|configurar_tienda_canal,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,39,Clase de apoyo sobre Diseño de tienda en línea (estructura que convierte) aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: diseño de tienda en línea (estructura que convierte).,Hacer el ajuste en la tienda y mandar captura/link para validar.
